id,last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,twitter_id,facebook,youtube,youtube_id,mastodon,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
10171,Pucinski,Roman,Conrad,,,,1919-05-13,M,rep,IL,11,,Democrat,,,,,,,,,,,,P000559,,,,,,408942,,,,7642,Roman Pucinski
10172,Purcell,Graham,Boynton,Jr.,,,1919-05-05,M,rep,TX,13,,Democrat,,,,,,,,,,,,P000569,,,,,,408952,,,,10546,Graham B. Purcell Jr.
10173,Reid,Charlotte,Thompson,,,,1913-09-27,F,rep,IL,15,,Republican,,,,,,,,,,,,R000143,,,,,,409121,,,,10617,Charlotte Thompson Reid
10174,Ryan,William,Fitts,,,,1922-06-28,M,rep,NY,20,,Democrat,,,,,,,,,,,,R000562,,,,,,409518,,,,10555,William Fitts Ryan
10175,Schmitz,John,George,,,,1930-08-12,M,rep,CA,35,,Republican,,,,,,,,,,,,S000133,,,,,,409641,,,,12043,John G. Schmitz
10176,Schwengel,Frederick,Delbert,,,,1906-05-28,M,rep,IA,1,,Republican,,,,,,,,,,,,S000161,,,,,,409668,,,,8288,Fred Schwengel
10177,Scott,Hugh,Doggett,Jr.,,,1900-11-11,M,sen,PA,,1,Republican,,,,,,,,,,,,S000174,1432,,,,,409680,,,,8301,Hugh Scott
10178,Smith,H.,Allen,,,,1909-10-08,M,rep,CA,20,,Republican,,,,,,,,,,,,S000545,,,,,,410027,,,,8628,H. Allen Smith (politician)
10179,Springer,William,Lee,,,,1909-04-12,M,rep,IL,22,,Republican,,,,,,,,,,,,S000756,,,,,,410223,,,,8814,William L. Springer
10180,Symington,William,Stuart,,Stuart,,1901-06-26,M,sen,MO,,1,Democrat,,,,,,,,,,,,S001136,1444,,,,,410586,,,,9141,Stuart Symington
10181,Taft,Robert,,Jr.,,,1917-02-26,M,sen,OH,,1,Republican,,,,,,,,,,,,T000010,1445,,,,,410600,,,,10630,Robert Taft Jr.
10182,Terry,John,Hart,,,,1924-11-14,M,rep,NY,34,,Republican,,,,,,,,,,,,T000134,,,,,,410716,,,,13044,John H. Terry
10183,Thompson,Standish,Fletcher,,,,1925-02-05,M,rep,GA,5,,Republican,,,,,,,,,,,,T000217,,,,,,410796,,,,11053,Fletcher Thompson
10184,Tunney,John,Varick,,,,1934-06-26,M,sen,CA,,1,Democrat,,,,,,,,,,,,T000410,1450,,,,,410979,,,,10777,John V. Tunney
10185,Watts,John,Clarence,,,,1902-07-09,M,rep,KY,6,,Democrat,,,,,,,,,,,,W000212,,,,,,411381,,,,9882,John C. Watts
10186,Whalley,John,Irving,,,,1902-09-14,M,rep,PA,12,,Republican,,,,,,,,,,,,W000320,,,,,,411482,,,,9975,J. Irving Whalley
10187,Edwards,Elaine,Schwartzenburg,,,,1929-03-08,F,sen,LA,,2,Democrat,,,,,,,,,,,,E000068,,,,,,403761,,,,13104,Elaine Edwards
10188,Abourezk,James,George,,,,1931-02-24,M,sen,SD,,2,Democrat,,,,,,,,,,,,A000017,1268,,,,,400679,,,,13000,James Abourezk
10189,Arends,Leslie,Cornelius,,,,1895-09-27,M,rep,IL,15,,Republican,,,,,,,,,,,,A000216,27,,,,,400915,,,,226,Leslie C. Arends
10190,Baker,LaMar,,,,,1915-12-29,M,rep,TN,3,,Republican,,,,,,,,,,,,B000069,46,,,,,401072,,,,13005,LaMar Baker
10191,Bartlett,Dewey,Follett,,,,1919-03-28,M,sen,OK,,2,Republican,,,,,,,,,,,,B000200,1276,,,,,401199,,,,14100,Dewey F. Bartlett
10192,Blackburn,Benjamin,Bentley,,,,1927-02-14,M,rep,GA,4,,Republican,,,,,,,,,,,,B000506,92,,,,,401485,,,,11002,Benjamin B. Blackburn
10193,Blatnik,John,Anton,,,,1911-08-17,M,rep,MN,8,,Democrat,,,,,,,,,,,,B000550,95,,,,,401525,,,,789,John Blatnik
10194,Brasco,Frank,James,,,,1932-10-15,M,rep,NY,11,,Democrat,,,,,,,,,,,,B000771,118,,,,,401730,,,,11004,Frank J. Brasco
10195,Bray,William,Gilmer,,,,1903-06-17,M,rep,IN,6,,Republican,,,,,,,,,,,,B000778,119,,,,,401737,,,,986,William G. Bray
10196,Brooke,Edward,William,III,,,1919-10-26,M,sen,MA,,2,Republican,,,,,,,,,,,,B000871,1292,,,,,401828,,,,11201,Edward Brooke
10197,Brotzman,Donald,Glenn,,,,1922-06-28,M,rep,CO,2,,Republican,,,,,,,,,,,,B000893,129,,,,,401850,,,,10572,Donald G. Brotzman
10198,Broyhill,Joel,Thomas,,,,1919-11-04,M,rep,VA,10,,Republican,,,,,,,,,,,,B000967,139,,,,,401919,,,,1154,Joel Broyhill
10199,Camp,John,Newbold Happy,,,,1908-05-11,M,rep,OK,6,,Republican,,,,,,,,,,,,C000073,167,,,,,402230,,,,12006,John Newbold Camp
10200,Carey,Hugh,Leo,,,,1919-04-11,M,rep,NY,15,,Democrat,,,,,,,,,,,,C000143,175,,,,,402292,,,,10508,Hugh Carey
10201,Case,Clifford,Philip,,,,1904-04-16,M,sen,NJ,,2,Republican,,,,,,,,,,,,C000220,1302,,,,,402366,,,,1569,Clifford P. Case
10202,Chamberlain,Charles,Ernest,,,,1917-07-22,M,rep,MI,6,,Republican,,,,,,,,,,,,C000275,187,,,,,402418,,,,1620,Charles E. Chamberlain
10203,Clark,Frank,Monroe,,,,1915-12-24,M,rep,PA,25,,Democrat,,,,,,,,,,,,C000431,199,,,,,402569,,,,1763,Frank M. Clark
10204,Clark,Richard,Clarence,,Dick,,1928-09-14,M,sen,IA,,2,Democrat,,,,,,,,,,,,C000448,1306,,,,,402586,,,,14102,Dick Clark (senator)
10205,Collier,Harold,Reginald,,,,1915-12-12,M,rep,IL,6,,Republican,,,,,,,,,,,,C000629,218,,,,,402758,,,,1941,Harold R. Collier
10206,Collins,George,Washington,,,,1925-03-05,M,rep,IL,6,,Democrat,,,,,,,,,,,,C000637,,,,,,402766,,,,12045,George W. Collins
10207,Cronin,Paul,William,,,,1938-03-14,M,rep,MA,5,,Republican,,,,,,,,,,,,C000925,253,,,,,403037,,,,14012,Paul W. Cronin
10208,Curtis,Carl,Thomas,,,,1905-03-15,M,sen,NE,,2,Republican,,,,,,,,,,,,C001006,1312,,,,,403113,,,,2267,Carl Curtis
10209,Davis,Glenn,Robert,,,,1914-10-28,M,rep,WI,9,,Republican,,,,,,,,,,,,D000102,269,,,,,403238,,,,2383,Glenn Robert Davis
10210,Davis,John,William,,,,1916-09-12,M,rep,GA,7,,Democrat,,,,,,,,,,,,D000122,271,,,,,403257,,,,10512,John William Davis (Georgia politician)
10211,Dellenback,John,Richard,,,,1918-11-06,M,rep,OR,4,,Republican,,,,,,,,,,,,D000220,283,,,,,403362,,,,11011,John R. Dellenback
10212,Denholm,Frank,Edward,,,,1923-11-29,M,rep,SD,1,,Democrat,,,,,,,,,,,,D000234,286,,,,,403372,,,,13012,Frank E. Denholm
10213,Dennis,David,Worth,,,,1912-06-07,M,rep,IN,10,,Republican,,,,,,,,,,,,D000241,287,,,,,403379,,,,12012,David W. Dennis
10214,Donohue,Harold,Daniel,,,,1901-06-18,M,rep,MA,3,,Democrat,,,,,,,,,,,,D000419,305,,,,,403532,,,,2660,Harold Donohue
10215,Dorn,William,Jennings Bryan,,,,1916-04-14,M,rep,SC,3,,Democrat,,,,,,,,,,,,D000434,309,,,,,403544,,,,2672,William Jennings Bryan Dorn
10216,Dulski,Thaddeus,Joseph,,,,1915-09-27,M,rep,NY,37,,Democrat,,,,,,,,,,,,D000523,320,,,,,403633,,,,2752,Thaddeus J. Dulski
10217,Eastland,James,Oliver,,,,1904-11-28,M,sen,MS,,2,Democrat,,,,,,,,,,,,E000018,1325,,,,,403714,,,,2822,James Eastland
10218,Fisher,Ovie,Clark,,,,1903-11-22,M,rep,TX,21,,Democrat,,,,,,,,,,,,F000152,386,,,,,404107,,,,3171,O. C. Fisher
10219,Frelinghuysen,Peter,Hood Ballantine,Jr.,,,1916-01-17,M,rep,NJ,5,,Republican,,,,,,,,,,,,F000371,413,,,,,404317,,,,3364,Peter Frelinghuysen Jr.
10220,Froehlich,Harold,Vernon,,,,1932-05-12,M,rep,WI,8,,Republican,,,,,,,,,,,,F000388,418,,,,,404333,,Harold Froehlich,,14014,Harold Vernon Froehlich
10221,Gettys,Thomas,Smithwick,,,,1912-06-19,M,rep,SC,5,,Democrat,,,,,,,,,,,,G000144,435,,,,,404513,,,,10728,Thomas S. Gettys
10222,Goodling,George,Atlee,,,,1896-09-26,M,rep,PA,19,,Republican,,,,,,,,,,,,G000290,,,,,,404650,,,,10521,George Atlee Goodling
10223,Grasso,Ella,Tambussi,,,,1919-05-10,F,rep,CT,6,,Democrat,,,,,,,,,,,,G000387,458,,,,,404737,,,,13016,Ella Grasso
10224,Green,Edith,Starrett,,,,1910-01-17,F,rep,OR,3,,Democrat,,,,,,,,,,,,G000407,461,,,,,404757,,,,3775,Edith Green
10225,Griffin,Robert,Paul,,,,1923-11-06,M,sen,MI,,2,Republican,,,,,,,,,,,,G000465,1344,,,,,404810,,,,3824,Robert P. Griffin
10226,Griffiths,Martha,Wright,,,,1912-01-29,F,rep,MI,17,,Democrat,,,,,,,,,,,,G000471,467,,,,,404816,,,,3830,Martha Griffiths
10227,Gross,Harold,Royce,,,,1899-06-30,M,rep,IA,3,,Republican,,,,,,,,,,,,G000495,469,,,,,404840,,,,3853,H. R. Gross
10228,Grover,James,Russell,Jr.,,,1919-03-05,M,rep,NY,2,,Republican,,,,,,,,,,,,G000504,471,,,,,404849,,,,10592,James R. Grover Jr.
10229,Gubser,Charles,Samuel,,,,1916-02-01,M,rep,CA,10,,Republican,,,,,,,,,,,,G000512,473,,,,,404857,,,,3867,Charles Gubser
10230,Gunter,William,Dawson,Jr.,Bill,,1934-07-16,M,rep,FL,5,,Democrat,,,,,,,,,,,,G000528,477,,,,,404873,,,,14017,Bill Gunter
10231,Hanna,Richard,Thomas,,,,1914-06-09,M,rep,CA,34,,Democrat,,,,,,,,,,,,H000164,494,,,,,405046,,,,10594,Richard T. Hanna
10232,Hanrahan,Robert,Paul,,,,1934-02-25,M,rep,IL,3,,Republican,,,,,,,,,,,,H000168,496,,,,,405050,,,,14019,Robert P. Hanrahan
10233,Hansen,Clifford,Peter,,,,1912-10-16,M,sen,WY,,2,Republican,,,,,,,,,,,,H000170,1346,,,,,405052,,,,11202,Clifford Hansen
10234,Hansen,Julia,Butler,,,,1907-06-14,F,rep,WA,3,,Democrat,,,,,,,,,,,,H000174,499,,,,,405055,,,,4043,Julia Butler Hansen
10235,Hansen,Orval,Howard,,,,1926-08-03,M,rep,ID,2,,Republican,,,,,,,,,,,,H000175,500,,,,,405056,,,,12016,Orval H. Hansen
10236,Harvey,James,,,,,1922-07-04,M,rep,MI,8,,Republican,,,,,,,,,,,,H000306,509,,,,,405179,,,,10526,R. James Harvey
10237,Haskell,Floyd,Kirk,,,,1916-02-07,M,sen,CO,,2,Democrat,,,,,,,,,,,,H000317,1350,,,,,405190,,,,14104,Floyd Haskell
10238,Hathaway,William,Dodd,,,,1924-02-21,M,sen,ME,,2,Democrat,,,,,,,,,,,,H000346,1354,,,,,405215,,,,10736,William Hathaway
10239,Hogan,Lawrence,Joseph,,,,1928-09-30,M,rep,MD,5,,Republican,,,,,,,,,,,,H000692,548,,,,,405545,,,,12018,Lawrence Hogan
10240,Holifield,Chester,Earl,,,,1903-12-03,M,rep,CA,19,,Democrat,,,,,,,,,,,,H000713,551,,,,,405565,,,,4514,Chester E. Holifield
10241,Hosmer,Craig,,,,,1915-05-06,M,rep,CA,32,,Republican,,,,,,,,,,,,H000802,561,,,,,405651,,,,4592,Craig Hosmer
10242,Huber,Robert,James,,,,1922-08-29,M,rep,MI,18,,Republican,,,,,,,,,,,,H000897,568,,,,,405743,,,,14023,Robert J. Huber
10243,Hudnut,William,Herbert,III,,,1932-10-17,M,rep,IN,11,,Republican,,,,,,,,,,,,H000906,570,,,,,405752,,,,14024,William H. Hudnut III
10244,Hunt,John,Edmund,,,,1908-11-25,M,rep,NJ,1,,Republican,,,,,,,,,,,,H000972,574,,,,,405816,,,,11022,John E. Hunt
10245,Keating,William,John,,,,1927-03-30,M,rep,OH,1,,Republican,,,,,,,,,,,,K000037,622,,,,,406207,,,,13019,William J. Keating
10246,King,Carleton,James,,,,1904-06-15,M,rep,NY,29,,Republican,,,,,,,,,,,,K000195,634,,,,,406356,,,,10530,Carleton J. King
10247,Kuykendall,Dan,Heflin,,,,1924-07-09,M,rep,TN,8,,Republican,,,,,,,,,,,,K000348,654,,,,,406501,,,,11025,Dan Kuykendall
10248,Kyros,Peter,Nicholas,,,,1925-07-11,M,rep,ME,1,,Democrat,,,,,,,,,,,,K000356,656,,,,,406508,,,,11027,Peter Kyros
10249,Landgrebe,Earl,Fredrick,,,,1916-01-21,M,rep,IN,2,,Republican,,,,,,,,,,,,L000049,661,,,,,406558,,,,12020,Earl Landgrebe
10250,Mailliard,William,Somers,,,,1917-06-10,M,rep,CA,6,,Republican,,,,,,,,,,,,M000070,727,,,,,407098,,,,5929,William S. Mailliard
10251,Mallary,Richard,Walker,,,,1929-02-21,M,rep,VT,0,,Republican,,,,,,,,,,,,M000078,728,,,,,407106,,,,13052,Richard W. Mallary
10252,Maraziti,Joseph,James,,,,1912-06-15,M,rep,NJ,13,,Republican,,,,,,,,,,,,M000121,734,,,,,407145,,,,14034,Joseph J. Maraziti
10253,Martin,David,Thomas,,,,1907-07-09,M,rep,NE,3,,Republican,,,,,,,,,,,,M000175,740,,,,,407197,,,,10534,David Martin (Nebraska politician)
10254,Mathias,Robert,Bruce,,Bob,,1930-11-17,M,rep,CA,18,,Republican,,,,,,,,,,,,M000242,746,,,,,407260,,,,11031,Bob Mathias
10255,Mayne,Wiley,,,,,1917-01-19,M,rep,IA,6,,Republican,,,,,,,,,,,,M000286,752,,,,,407302,,,,11032,Wiley Mayne
10256,McClellan,John,Little,,,,1896-02-25,M,sen,AR,,2,Democrat,,,,,,,,,,,,M000332,1393,,,,,407342,,,,6151,John L. McClellan
10257,McIntyre,Thomas,James,,,,1915-02-20,M,sen,NH,,2,Democrat,,,,,,,,,,,,M000486,1398,,,,,407481,,,,10810,Thomas J. McIntyre
10258,McSpadden,Clem,Rogers,,,,1925-11-09,M,rep,OK,2,,Democrat,,,,,,,,,,,,M000603,786,,,,,407592,,,,14032,Clem McSpadden
10259,Metcalf,Lee,Warren,,,,1911-01-28,M,sen,MT,,2,Democrat,,,,,,,,,,,,M000671,1399,,,,,407656,,,,6442,Lee Metcalf
10260,Mills,William,Oswald,,,,1924-08-12,M,rep,MD,1,,Republican,,,,,,,,,,,,M000779,811,,,,,407757,,,,13049,William Oswald Mills
10261,Minshall,William,Edwin,Jr.,,,1911-10-24,M,rep,OH,23,,Republican,,,,,,,,,,,,M000799,816,,,,,407775,,,,6548,William Edwin Minshall Jr.
10262,Mizell,Wilmer,David,,Vinegar Bend,,1930-08-13,M,rep,NC,5,,Republican,,,,,,,,,,,,M000833,819,,,,,407808,,,,12026,Wilmer Mizell
10263,Mondale,Walter,Frederick,,,,1928-01-05,M,sen,MN,,2,Democrat,,,,,,,,,,,,M000851,1402,,,,,407824,,,,10813,Walter Mondale
10264,Nelsen,Ancher,,,,,1904-10-11,M,rep,MN,2,,Republican,,,,,,,,,,,,N000028,858,,,,,408119,,,,6860,Ancher Nelsen
10265,Pearson,James,Blackwood,,,,1920-05-07,M,sen,KS,,2,Republican,,,,,,,,,,,,P000166,1416,,,,,408571,,,,10817,James B. Pearson
10266,Podell,Bertram,L.,,,,1925-12-27,M,rep,NY,13,,Democrat,,,,,,,,,,,,P000399,920,,,,,408792,,,,11064,Bertram L. Podell
10267,Powell,Walter,Eugene,,,,1931-04-25,M,rep,OH,8,,Republican,,,,,,,,,,,,P000485,926,,,,,408870,,,,13034,Walter E. Powell
10268,Price,Robert,Dale,,,,1927-09-07,M,rep,TX,13,,Republican,,,,,,,,,,,,P000528,931,,,,,408912,,,,11062,Bob Price (Texas politician)
10269,Rarick,John,Richard,,,,1924-01-29,M,rep,LA,6,,Democrat,,,,,,,,,,,,R000065,945,,,,,409045,,,,11042,John Rarick
10270,Reid,Ogden,Rogers,,,,1925-06-24,M,rep,NY,24,,Democrat,,,,,,,,,,,,R000150,953,,,,,409127,,,,10618,Ogden Reid
10271,Robison,Howard,Winfield,,,,1915-10-30,M,rep,NY,27,,Republican,,,,,,,,,,,,R000357,972,,,,,409328,,,,7995,Howard W. Robison
10272,Roncallo,Angelo,Dominick,,,,1927-05-28,M,rep,NY,3,,Republican,,,,,,,,,,,,R000422,982,,,,,409387,,,,14047,Angelo D. Roncallo
10273,Rooney,John,James,,,,1903-11-29,M,rep,NY,14,,Democrat,,,,,,,,,,,,R000424,984,,,,,409389,,,,8049,John J. Rooney (politician)
10274,Roy,William,Robert,,,,1926-02-23,M,rep,KS,2,,Democrat,,,,,,,,,,,,R000484,995,,,,,409445,,,,13037,William R. Roy
10275,Ruth,Earl,Baker,,,,1916-02-07,M,rep,NC,8,,Republican,,,,,,,,,,,,R000545,1005,,,,,409501,,,,12028,Earl B. Ruth
10276,Sandman,Charles,William,Jr.,,,1921-10-23,M,rep,NJ,2,,Republican,,,,,,,,,,,,S000045,1011,,,,,409560,,,,11046,Charles W. Sandman Jr.
10277,Saylor,John,Phillips,,,,1908-07-23,M,rep,PA,12,,Republican,,,,,,,,,,,,S000102,1024,,,,,409612,,,,8247,John P. Saylor
10278,Scherle,William,Joseph,,,,1923-03-14,M,rep,IA,5,,Republican,,,,,,,,,,,,S000121,1028,,,,,409629,,,,11047,William J. Scherle
10279,Scott,William,Lloyd,,,,1915-07-01,M,sen,VA,,2,Republican,,,,,,,,,,,,S000189,1433,,,,,409694,,,,11048,William L. Scott
10280,Shoup,Richard,Gardner,,Dick,,1923-11-29,M,rep,MT,1,,Republican,,,,,,,,,,,,S000383,1052,,,,,409877,,,,13041,Richard G. Shoup
10281,Smith,Henry,P.,III,,,1911-09-29,M,rep,NY,36,,Republican,,,,,,,,,,,,S000548,1073,,,,,410030,,,,10771,Henry P. Smith III
10282,Sparkman,John,Jackson,,,,1899-12-20,M,sen,AL,,2,Democrat,,,,,,,,,,,,S000701,1436,,,,,410172,,,,8764,John Sparkman
10283,Steele,Robert,Hampton,,,,1938-11-03,M,rep,CT,2,,Republican,,,,,,,,,,,,S000836,1105,,,,,410300,,,,12047,Robert H. Steele
10284,Stubblefield,Frank,Albert,,,,1907-04-05,M,rep,KY,1,,Democrat,,,,,,,,,,,,S001037,1119,,,,,410493,,,,9056,Frank Stubblefield
10285,Teague,Charles,McKevett,,,,1909-09-18,M,rep,CA,13,,Republican,,,,,,,,,,,,T000109,1145,,,,,410691,,,,9240,Charles M. Teague
10286,Thomson,Vernon,Wallace,,,,1905-11-05,M,rep,WI,3,,Republican,,,,,,,,,,,,T000233,1153,,,,,410812,,,,10564,Vernon Wallace Thomson
10287,Tiernan,Robert,Owens,,,,1929-02-24,M,rep,RI,2,,Democrat,,,,,,,,,,,,T000265,1159,,,,,410839,,,,11061,Robert Tiernan
10288,Towell,David,Gilmer,,,,1937-06-09,M,rep,NV,0,,Republican,,,,,,,,,,,,T000321,1164,,,,,410893,,,,14059,David Towell
10289,Veysey,Victor,Vincent,,,,1915-04-14,M,rep,CA,43,,Republican,,,,,,,,,,,,V000093,1186,,,,,411148,,,,13046,Victor Veysey
10290,Waldie,Jerome,Russell,,,,1925-02-15,M,rep,CA,14,,Democrat,,,,,,,,,,,,W000035,1193,,,,,411215,,,,10793,Jerome Waldie
10291,Ware,John,Haines,III,,,1908-08-29,M,rep,PA,5,,Republican,,,,,,,,,,,,W000147,1202,,,,,411321,,,,12048,John H. Ware III
10292,Widnall,William,Beck,,,,1906-03-17,M,rep,NJ,7,,Republican,,,,,,,,,,,,W000445,1227,,,,,411602,,,,10091,William B. Widnall
10293,Williams,Lawrence,Gordon,,,,1913-09-15,M,rep,PA,7,,Republican,,,,,,,,,,,,W000525,1229,,,,,411682,,,,11056,Lawrence G. Williams
10294,Wyatt,Wendell,,,,,1917-06-15,M,rep,OR,1,,Republican,,,,,,,,,,,,W000778,1246,,,,,411927,,,,10785,Wendell Wyatt
10295,Young,Edward,Lunn,,,,1920-09-07,M,rep,SC,6,,Republican,,,,,,,,,,,,Y000035,1257,,,,,411967,,,,14065,Edward Lunn Young
10296,Young,Samuel,Hollingsworth,,,,1922-12-26,M,rep,IL,10,,Republican,,,,,,,,,,,,Y000052,1260,,,,,411984,,,,14064,Samuel H. Young
10297,Zion,Roger,Herschel,,,,1921-09-17,M,rep,IN,8,,Republican,,,,,,,,,,,,Z000010,1265,,,,,412003,,,,11059,Roger H. Zion
10298,Zwach,John,Matthew,,,,1907-02-08,M,rep,MN,6,,Republican,,,,,,,,,,,,Z000016,1267,,,,,412009,,,,11060,John M. Zwach
10299,Wyman,Louis,Crosby,,,,1917-03-16,M,sen,NH,,3,Republican,,,,,,,,,,,,W000782,1250,,,,,411930,,,,10639,Louis C. Wyman
10300,Ford,Gerald,Rudolph,Jr.,,,1913-07-14,M,rep,MI,5,,Republican,,,,,,,,,,,,F000260,399,,,,,404212,,,,3268,Gerald Ford
10301,Abzug,Bella,Savitzky,,,,1920-07-24,F,rep,NY,20,,Democrat,,,,,,,,,,,,A000018,3,,,,,400680,,,,13001,Bella Abzug
10302,Albert,Carl,Bert,,,,1908-05-10,M,rep,OK,3,,Democrat,,,,,,,,,,,,A000073,8,,,,,400732,,,,62,Carl Albert
10303,Allen,James,Browning,,,,1912-12-28,M,sen,AL,,3,Democrat,,,,,,,,,,,,A000127,1271,,,,,400783,,,,12100,James Allen (Alabama politician)
10304,Barrett,William,Aloysius,,,,1896-08-14,M,rep,PA,1,,Democrat,,,,,,,,,,,,B000178,59,,,,,401178,,,,465,William A. Barrett
10305,Bayh,Birch,Evans,,,,1928-01-22,M,sen,IN,,3,Democrat,,,,,,,,,,,,B000254,1277,,,,,401248,,,,10800,Birch Bayh
10306,Bell,Alphonzo,,,,,1914-09-19,M,rep,CA,27,,Republican,,,,,,,,,,,,B000330,73,,,,,401322,,,,10505,Alphonzo E. Bell Jr.
10307,Bellmon,Henry,Louis,,,,1921-09-03,M,sen,OK,,3,Republican,,,,,,,,,,,,B000351,1279,,,,,401343,,,,12101,Henry Bellmon
10308,Benítez,Jaime,,,,,1908-10-29,M,rep,PR,0,,Popular Democrat,,,,,,,,,,,,B000362,75,,,,,401354,,,,,Jaime Benítez Rexach
10309,Biester,Edward,George,Jr.,,,1931-01-05,M,rep,PA,8,,Republican,,,,,,,,,,,,B000451,86,,,,,401436,,,,11001,Edward G. Biester Jr.
10310,Casey,Robert,Randolph,,,,1915-07-27,M,rep,TX,22,,Democrat,,,,,,,,,,,,C000228,182,,,,,402373,,,,1577,Robert R. Casey
10311,Church,Frank,Forrester,,,,1924-07-25,M,sen,ID,,3,Democrat,,,,,,,,,,,,C000388,1305,,,,,402527,,,,1721,Frank Church
10312,Clancy,Donald,Daniel,,,,1921-07-24,M,rep,OH,2,,Republican,,,,,,,,,,,,C000409,198,,,,,402548,,,,10510,Donald D. Clancy
10313,Conlan,John,Bertrand,,,,1930-09-17,M,rep,AZ,4,,Republican,,,,,,,,,,,,C000682,227,,,,,402808,,,,14011,John Bertrand Conlan
10314,Cotton,Norris,H.,,,,1900-05-11,M,sen,NH,,3,Republican,,,,,,,,,,,,C000802,1309,,,,,402921,,,,2087,Norris Cotton
10315,Culver,John,Chester,,,,1932-08-08,M,sen,IA,,3,Democrat,,,,,,,,,,,,C000979,255,,,,,403090,,,,10715,John Culver
10316,Daniels,Dominick,Vincent,,,,1908-10-18,M,rep,NJ,14,,Democrat,,,,,,,,,,,,D000041,262,,,,,403181,,,,2329,Dominick V. Daniels
10317,Downing,Thomas,Nelms,,,,1919-02-01,M,rep,VA,1,,Democrat,,,,,,,,,,,,D000474,315,,,,,403583,,,,2706,Thomas N. Downing
10318,Durkin,John,Anthony,,,,1936-03-29,M,sen,NH,,3,Democrat,,,,,,,,,,,,D000574,1322,,,,,403677,,,,14310,John A. Durkin
10319,Esch,Marvin,Leonel,,,,1927-08-04,M,rep,MI,2,,Republican,,,,,,,,,,,,E000213,353,,,,,403900,,,,11015,Marvin L. Esch
10320,Eshleman,Edwin,Duing,,,,1920-12-04,M,rep,PA,16,,Republican,,,,,,,,,,,,E000214,354,,,,,403901,,,,11016,Edwin Duing Eshleman
10321,Evins,Joseph,Landon,,,,1910-10-24,M,rep,TN,4,,Democrat,,,,,,,,,,,,E000273,365,,,,,403952,,,,3034,Joe L. Evins
10322,Fulton,Richard,Harmon,,,,1927-01-27,M,rep,TN,5,,Democrat,,,,,,,,,,,,F000424,420,,,,,404365,,,,10586,Richard Fulton
10323,Gravel,Maurice,Robert,,Mike,,1930-05-13,M,sen,AK,,3,Democrat,,,,,,,,,,,,G000388,1343,,,,,404738,,,,12105,Mike Gravel
10324,Green,William,Joseph,,,,1938-06-24,M,rep,PA,3,,Democrat,,,,,,,,,,,,G000420,464,,,,,404768,,,,10591,William J. Green III
10325,Gude,Gilbert,,,,,1923-03-09,M,rep,MD,8,,Republican,,,,,,,,,,,,G000513,474,,,,,404858,,,,11019,Gilbert Gude
10326,Haley,James,Andrew,,,,1899-01-04,M,rep,FL,8,,Democrat,,,,,,,,,,,,H000041,482,,,,,404926,,,,3929,James A. Haley
10327,Hall,Tim,Lee,,,,1925-06-11,M,rep,IL,15,,Democrat,,,,,,,,,,,,H000073,486,,,,,404957,,,,14228,Tim Lee Hall
10328,Hastings,James,Fred,,,,1926-04-10,M,rep,NY,39,,Republican,,,,,,,,,,,,H000327,513,,,,,405198,,,,12017,James F. Hastings
10329,Hayes,Philip,Harold,,,,1940-09-01,M,rep,IN,8,,Democrat,,,,,,,,,,,,H000392,518,,,,,405260,,,,14232,Philip H. Hayes
10330,Hays,Wayne,Levere,,,,1911-05-13,M,rep,OH,18,,Democrat,,,,,,,,,,,,H000408,519,,,,,405275,,,,4247,Wayne Hays
10331,Hechler,Kenneth,William,,,,1914-09-20,M,rep,WV,4,,Democrat,,,,,,,,,,,,H000438,522,,,,12590,405304,52156,,,4276,Ken Hechler
10332,Helstoski,Henry,,,,,1925-03-21,M,rep,NJ,9,,Democrat,,,,,,,,,,,,H000465,529,,,,,405328,,,,10737,Henry Helstoski
10333,Henderson,David,Newton,,,,1921-04-16,M,rep,NC,3,,Democrat,,,,,,,,,,,,H000479,530,,,,,405342,,,,10527,David N. Henderson
10334,Hicks,Floyd,Verne,,,,1915-05-29,M,rep,WA,6,,Democrat,,,,,,,,,,,,H000563,535,,,,,405425,,,,10738,Floyd Hicks
10335,Hinshaw,Andrew,Jackson,,,,1923-08-04,M,rep,CA,40,,Republican,,,,,,,,,,,,H000638,542,,,,,405493,,,,14020,Andrew J. Hinshaw
10336,Howe,Allan,Turner,,,,1927-09-06,M,rep,UT,2,,Democrat,,,,,,,,,,,,H000851,565,,,,,405698,,,,14236,Allan Turner Howe
10337,Hungate,William,Leonard,,,,1922-12-14,M,rep,MO,9,,Democrat,,,,,,,,,,,,H000965,573,,,,,405809,,,,10740,William L. Hungate
10338,Hutchinson,J.,Edward,,,,1914-10-13,M,rep,MI,4,,Republican,,,,,,,,,,,,H001011,576,,,,,405852,,,,10597,J. Edward Hutchinson
10339,Hébert,Felix,Edward,,,,1901-10-12,M,rep,LA,1,,Democrat,,,,,,,,,,,,H000437,521,,,,,405303,,,,4275,F. Edward Hébert
